NO (µg/m³N),NO2 (µg/m³N),SO2 (µg/m³N),O3 (µg/m³N),TMP (ºC),HR (% H.R.),NOX (µg/m³N),DD (grados),PRB (mb),RS (W/m³),VV (m/s),C6H6 (µg/m³N),C7H8 (µg/m³N),XIL (µg/m³N),PM10 (µg/m³N),Ruido (dBA)
3.0,21.0,10.0,60.0,15.0,50.0,25.0,331.0,1012.0,2.0,3.0,,,,36.0,
6.0,19.0,8.0,59.0,15.0,50.0,28.0,333.0,1013.0,2.0,4.0,,,,43.0,
4.0,15.0,12.0,60.0,15.0,52.0,21.0,322.0,1013.0,2.0,2.0,,,,15.0,
3.0,11.0,12.0,61.0,15.0,53.0,15.0,332.0,1013.0,2.0,3.0,,,,7.0,
4.0,12.0,9.0,61.0,15.0,54.0,19.0,331.0,1014.0,3.0,3.0,,,,5.0,
3.0,11.0,10.0,60.0,14.0,55.0,16.0,333.0,1013.0,2.0,3.0,,,,3.0,
4.0,11.0,11.0,59.0,14.0,56.0,17.0,333.0,1014.0,2.0,2.0,,,,4.0,
6.0,14.0,10.0,60.0,14.0,55.0,23.0,318.0,1014.0,3.0,1.0,,,,4.0,
5.0,13.0,12.0,62.0,14.0,55.0,20.0,309.0,1014.0,3.0,1.0,,,,4.0,
5.0,19.0,11.0,58.0,14.0,59.0,26.0,329.0,1015.0,2.0,2.0,,,,7.0,
21.0,48.0,8.0,42.0,13.0,64.0,81.0,338.0,1016.0,2.0,2.0,,,,9.0,
11.0,55.0,8.0,37.0,12.0,66.0,70.0,336.0,1017.0,8.0,2.0,,,,20.0,
17.0,75.0,10.0,27.0,12.0,68.0,101.0,335.0,1019.0,46.0,1.0,,,,31.0,
13.0,44.0,11.0,44.0,14.0,61.0,63.0,2.0,1020.0,75.0,1.0,,,,21.0,
7.0,24.0,12.0,59.0,16.0,52.0,34.0,309.0,1021.0,285.0,1.0,,,,9.0,
4.0,21.0,10.0,64.0,17.0,47.0,27.0,46.0,1021.0,515.0,1.0,,,,19.0,
5.0,20.0,11.0,68.0,17.0,43.0,28.0,46.0,1021.0,527.0,1.0,,,,27.0,
5.0,18.0,8.0,67.0,17.0,60.0,25.0,83.0,1021.0,472.0,2.0,,,,52.0,
4.0,17.0,8.0,68.0,15.0,64.0,23.0,93.0,1022.0,366.0,2.0,,,,27.0,
5.0,16.0,14.0,69.0,15.0,63.0,23.0,90.0,1023.0,192.0,2.0,,,,27.0,
6.0,26.0,14.0,60.0,14.0,68.0,35.0,103.0,1024.0,31.0,1.0,,,,30.0,
9.0,73.0,11.0,35.0,13.0,72.0,86.0,139.0,1024.0,4.0,1.0,,,,58.0,
45.0,142.0,8.0,9.0,13.0,76.0,211.0,214.0,1025.0,3.0,1.0,,,,58.0,
35.0,128.0,9.0,7.0,11.0,80.0,182.0,308.0,1025.0,2.0,1.0,,,,56.0,
19.0,109.0,10.0,10.0,11.0,83.0,138.0,308.0,1026.0,2.0,1.0,,,,42.0,
7.0,70.0,11.0,23.0,11.0,85.0,81.0,296.0,1026.0,3.0,1.0,,,,35.0,
4.0,40.0,10.0,36.0,11.0,84.0,46.0,311.0,1026.0,3.0,1.0,,,,28.0,
4.0,23.0,9.0,48.0,10.0,85.0,30.0,308.0,1027.0,3.0,1.0,,,,21.0,
4.0,17.0,7.0,53.0,11.0,83.0,23.0,302.0,1026.0,3.0,1.0,,,,16.0,
4.0,16.0,9.0,54.0,11.0,82.0,21.0,297.0,1026.0,3.0,1.0,,,,17.0,
3.0,17.0,8.0,43.0,10.0,85.0,22.0,293.0,1026.0,3.0,1.0,,,,21.0,
5.0,19.0,9.0,43.0,10.0,86.0,26.0,293.0,1026.0,3.0,1.0,,,,19.0,
4.0,19.0,9.0,41.0,10.0,88.0,25.0,301.0,1025.0,3.0,1.0,,,,17.0,
5.0,23.0,11.0,37.0,9.0,91.0,30.0,299.0,1026.0,3.0,1.0,,,,16.0,
20.0,75.0,14.0,20.0,10.0,90.0,106.0,284.0,1026.0,3.0,1.0,,,,22.0,
80.0,108.0,14.0,2.0,8.0,93.0,231.0,154.0,1026.0,11.0,1.0,,,,43.0,
143.0,112.0,13.0,14.0,10.0,93.0,331.0,316.0,1026.0,50.0,1.0,,,,61.0,
9.0,38.0,12.0,49.0,15.0,75.0,52.0,252.0,1026.0,82.0,1.0,,,,20.0,
10.0,26.0,12.0,58.0,17.0,64.0,41.0,225.0,1025.0,307.0,2.0,,,,15.0,
8.0,23.0,12.0,59.0,17.0,66.0,35.0,194.0,1024.0,511.0,2.0,,,,27.0,
13.0,30.0,11.0,59.0,18.0,60.0,50.0,212.0,1023.0,524.0,2.0,,,,17.0,
12.0,24.0,10.0,62.0,18.0,60.0,42.0,200.0,1022.0,485.0,2.0,,,,27.0,
8.0,16.0,11.0,68.0,18.0,71.0,29.0,189.0,1021.0,381.0,4.0,,,,42.0,
6.0,18.0,18.0,68.0,17.0,75.0,27.0,198.0,1021.0,206.0,3.0,,,,35.0,
10.0,25.0,20.0,64.0,16.0,77.0,40.0,191.0,1020.0,24.0,2.0,,,,18.0,
7.0,27.0,14.0,61.0,15.0,82.0,39.0,201.0,1020.0,4.0,2.0,,,,20.0,
7.0,33.0,12.0,59.0,15.0,85.0,43.0,220.0,1020.0,2.0,1.0,,,,19.0,
9.0,46.0,13.0,47.0,15.0,86.0,60.0,243.0,1021.0,2.0,1.0,,,,22.0,
15.0,89.0,12.0,22.0,14.0,91.0,112.0,206.0,1021.0,3.0,1.0,,,,30.0,
7.0,51.0,12.0,31.0,13.0,93.0,62.0,207.0,1020.0,2.0,1.0,,,,20.0,
7.0,59.0,13.0,21.0,12.0,96.0,69.0,226.0,1020.0,3.0,1.0,,,,17.0,
5.0,32.0,11.0,29.0,12.0,99.0,39.0,236.0,1019.0,3.0,1.0,,,,16.0,
4.0,22.0,12.0,27.0,11.0,100.0,28.0,247.0,1019.0,3.0,1.0,,,,9.0,
4.0,20.0,12.0,28.0,11.0,100.0,26.0,221.0,1018.0,3.0,1.0,,,,10.0,
3.0,21.0,12.0,26.0,10.0,100.0,26.0,296.0,1019.0,3.0,1.0,,,,10.0,
4.0,22.0,13.0,27.0,10.0,100.0,27.0,203.0,1018.0,3.0,1.0,,,,8.0,
6.0,31.0,14.0,19.0,10.0,99.0,40.0,261.0,1017.0,3.0,1.0,,,,8.0,
8.0,45.0,12.0,14.0,9.0,100.0,57.0,298.0,1017.0,3.0,1.0,,,,13.0,
19.0,63.0,13.0,19.0,10.0,92.0,93.0,300.0,1017.0,4.0,1.0,,,,16.0,
26.0,62.0,11.0,22.0,12.0,80.0,102.0,295.0,1017.0,11.0,1.0,,,,17.0,
44.0,80.0,12.0,12.0,12.0,80.0,148.0,188.0,1018.0,49.0,1.0,,,,38.0,
36.0,68.0,9.0,18.0,14.0,76.0,123.0,341.0,1018.0,88.0,1.0,,,,33.0,
8.0,27.0,9.0,48.0,17.0,62.0,40.0,344.0,1018.0,298.0,2.0,,,,22.0,
8.0,21.0,11.0,55.0,18.0,56.0,33.0,322.0,1018.0,517.0,2.0,,,,26.0,
8.0,18.0,12.0,61.0,19.0,50.0,29.0,338.0,1017.0,526.0,3.0,,,,19.0,
6.0,21.0,13.0,60.0,19.0,47.0,31.0,345.0,1017.0,483.0,3.0,,,,29.0,
6.0,19.0,14.0,62.0,18.0,44.0,27.0,345.0,1017.0,373.0,3.0,,,,33.0,
6.0,24.0,14.0,60.0,18.0,44.0,33.0,311.0,1017.0,205.0,2.0,,,,24.0,
6.0,33.0,15.0,52.0,17.0,49.0,42.0,289.0,1018.0,41.0,1.0,,,,23.0,
7.0,40.0,12.0,44.0,15.0,50.0,51.0,347.0,1019.0,4.0,1.0,,,,39.0,
11.0,50.0,11.0,49.0,14.0,48.0,66.0,344.0,1019.0,1.0,2.0,,,,31.0,
6.0,32.0,10.0,53.0,13.0,48.0,41.0,355.0,1020.0,2.0,1.0,,,,26.0,
9.0,58.0,11.0,41.0,13.0,49.0,71.0,298.0,1021.0,3.0,1.0,,,,15.0,
6.0,54.0,9.0,45.0,12.0,48.0,62.0,286.0,1021.0,3.0,1.0,,,,11.0,
5.0,39.0,10.0,54.0,12.0,46.0,46.0,328.0,1022.0,3.0,1.0,,,,8.0,
4.0,23.0,9.0,57.0,11.0,51.0,29.0,323.0,1022.0,3.0,1.0,,,,9.0,
6.0,15.0,7.0,67.0,11.0,47.0,25.0,331.0,1022.0,3.0,2.0,,,,2.0,
2.0,12.0,7.0,64.0,10.0,53.0,15.0,335.0,1022.0,2.0,2.0,,,,5.0,
5.0,11.0,9.0,66.0,9.0,51.0,19.0,327.0,1022.0,2.0,1.0,,,,3.0,
3.0,11.0,11.0,73.0,10.0,48.0,16.0,321.0,1022.0,2.0,1.0,,,,6.0,
5.0,11.0,11.0,73.0,9.0,51.0,17.0,324.0,1022.0,2.0,2.0,,,,6.0,
4.0,13.0,11.0,70.0,8.0,52.0,18.0,330.0,1022.0,2.0,2.0,,,,7.0,
23.0,23.0,8.0,70.0,9.0,49.0,59.0,315.0,1023.0,2.0,2.0,,,,11.0,
10.0,24.0,7.0,66.0,8.0,50.0,39.0,317.0,1023.0,10.0,2.0,,,,17.0,
5.0,16.0,8.0,70.0,9.0,49.0,24.0,331.0,1023.0,54.0,3.0,,,,15.0,
3.0,13.0,9.0,71.0,10.0,48.0,19.0,332.0,1024.0,80.0,4.0,,,,39.0,
3.0,11.0,8.0,72.0,11.0,45.0,16.0,335.0,1024.0,376.0,4.0,,,,40.0,
4.0,13.0,7.0,75.0,12.0,40.0,20.0,335.0,1023.0,543.0,4.0,,,,35.0,
5.0,14.0,7.0,75.0,13.0,37.0,22.0,336.0,1022.0,550.0,4.0,,,,37.0,
5.0,14.0,7.0,77.0,14.0,36.0,21.0,338.0,1022.0,511.0,4.0,,,,31.0,
4.0,12.0,11.0,77.0,14.0,34.0,18.0,340.0,1021.0,405.0,4.0,,,,22.0,
5.0,13.0,14.0,76.0,14.0,35.0,21.0,337.0,1022.0,221.0,4.0,,,,18.0,
6.0,16.0,16.0,72.0,13.0,37.0,25.0,335.0,1023.0,25.0,3.0,,,,14.0,
7.0,34.0,13.0,58.0,12.0,42.0,45.0,312.0,1023.0,3.0,1.0,,,,17.0,
15.0,52.0,13.0,50.0,11.0,44.0,74.0,307.0,1024.0,2.0,1.0,,,,15.0,
8.0,38.0,12.0,53.0,10.0,45.0,49.0,321.0,1024.0,2.0,1.0,,,,10.0,
13.0,29.0,13.0,57.0,10.0,45.0,49.0,328.0,1025.0,2.0,2.0,,,,7.0,
6.0,26.0,14.0,53.0,9.0,51.0,35.0,326.0,1025.0,2.0,1.0,,,,9.0,
5.0,14.0,13.0,64.0,9.0,45.0,22.0,322.0,1026.0,2.0,1.0,,,,4.0,
5.0,12.0,12.0,68.0,9.0,44.0,18.0,318.0,1025.0,2.0,1.0,,,,3.0,
4.0,13.0,11.0,65.0,9.0,46.0,20.0,321.0,1025.0,2.0,1.0,,,,6.0,
5.0,11.0,12.0,63.0,8.0,51.0,18.0,320.0,1025.0,2.0,1.0,,,,4.0,
6.0,11.0,15.0,62.0,8.0,54.0,20.0,247.0,1025.0,3.0,1.0,,,,4.0,
3.0,7.0,14.0,66.0,8.0,54.0,12.0,322.0,1025.0,2.0,1.0,,,,3.0,
4.0,8.0,14.0,65.0,7.0,54.0,13.0,319.0,1025.0,2.0,1.0,,,,2.0,
4.0,10.0,11.0,67.0,8.0,52.0,16.0,291.0,1025.0,2.0,1.0,,,,5.0,
4.0,16.0,12.0,69.0,8.0,50.0,22.0,310.0,1025.0,3.0,1.0,,,,3.0,
3.0,10.0,14.0,70.0,8.0,52.0,15.0,330.0,1025.0,9.0,2.0,,,,6.0,
6.0,11.0,10.0,70.0,9.0,51.0,20.0,332.0,1025.0,44.0,3.0,,,,7.0,
5.0,11.0,8.0,73.0,11.0,46.0,18.0,332.0,1025.0,90.0,4.0,,,,13.0,
6.0,10.0,9.0,74.0,13.0,43.0,19.0,333.0,1025.0,342.0,3.0,,,,14.0,
4.0,11.0,11.0,73.0,14.0,40.0,16.0,333.0,1024.0,546.0,4.0,,,,17.0,
6.0,14.0,15.0,75.0,15.0,38.0,24.0,333.0,1023.0,545.0,5.0,,,,60.0,
5.0,10.0,15.0,77.0,15.0,34.0,18.0,336.0,1022.0,518.0,5.0,,,,37.0,
5.0,9.0,11.0,77.0,15.0,35.0,16.0,335.0,1023.0,411.0,4.0,,,,11.0,
5.0,9.0,12.0,76.0,15.0,36.0,16.0,327.0,1023.0,229.0,3.0,,,,10.0,
6.0,11.0,13.0,73.0,14.0,38.0,19.0,332.0,1023.0,47.0,3.0,,,,7.0,
5.0,13.0,10.0,68.0,13.0,42.0,20.0,332.0,1024.0,6.0,3.0,,,,8.0,
7.0,21.0,8.0,63.0,13.0,43.0,31.0,324.0,1024.0,2.0,1.0,,,,6.0,
6.0,28.0,9.0,56.0,12.0,46.0,37.0,320.0,1024.0,2.0,1.0,,,,8.0,
3.0,25.0,11.0,59.0,12.0,46.0,29.0,300.0,1024.0,3.0,1.0,,,,8.0,
3.0,19.0,12.0,64.0,13.0,44.0,25.0,310.0,1023.0,3.0,1.0,,,,5.0,
4.0,13.0,10.0,66.0,13.0,44.0,20.0,321.0,1023.0,2.0,1.0,,,,4.0,
3.0,10.0,11.0,66.0,12.0,46.0,15.0,321.0,1023.0,2.0,1.0,,,,4.0,
4.0,8.0,11.0,68.0,12.0,47.0,14.0,323.0,1023.0,2.0,2.0,,,,4.0,
5.0,9.0,10.0,68.0,12.0,48.0,17.0,319.0,1022.0,2.0,1.0,,,,3.0,
3.0,8.0,11.0,71.0,12.0,48.0,13.0,320.0,1022.0,2.0,2.0,,,,4.0,
2.0,9.0,9.0,72.0,12.0,47.0,12.0,325.0,1021.0,2.0,2.0,,,,6.0,
3.0,9.0,9.0,72.0,12.0,47.0,14.0,327.0,1021.0,2.0,2.0,,,,6.0,
4.0,10.0,11.0,72.0,12.0,47.0,16.0,330.0,1020.0,3.0,3.0,,,,20.0,
5.0,20.0,11.0,69.0,12.0,48.0,27.0,326.0,1020.0,3.0,2.0,,,,11.0,
5.0,22.0,9.0,69.0,13.0,46.0,30.0,327.0,1020.0,12.0,3.0,,,,20.0,
4.0,24.0,10.0,69.0,13.0,45.0,31.0,328.0,1020.0,44.0,3.0,,,,43.0,
8.0,17.0,10.0,72.0,14.0,43.0,30.0,328.0,1020.0,91.0,4.0,,,,77.0,
6.0,16.0,9.0,74.0,15.0,41.0,25.0,328.0,1019.0,359.0,4.0,,,,138.0,
6.0,15.0,10.0,74.0,16.0,39.0,24.0,330.0,1018.0,536.0,4.0,,,,76.0,
5.0,15.0,9.0,74.0,18.0,35.0,22.0,329.0,1017.0,533.0,3.0,,,,28.0,
5.0,14.0,8.0,74.0,18.0,35.0,22.0,331.0,1016.0,510.0,4.0,,,,17.0,
6.0,15.0,10.0,73.0,18.0,36.0,24.0,332.0,1016.0,400.0,4.0,,,,20.0,
5.0,19.0,10.0,70.0,18.0,36.0,27.0,330.0,1016.0,218.0,3.0,,,,19.0,
5.0,20.0,11.0,67.0,17.0,38.0,27.0,332.0,1016.0,27.0,3.0,,,,14.0,
7.0,32.0,14.0,61.0,16.0,39.0,44.0,323.0,1016.0,4.0,2.0,,,,19.0,
7.0,30.0,12.0,59.0,16.0,41.0,41.0,316.0,1016.0,1.0,2.0,,,,15.0,
7.0,32.0,11.0,60.0,16.0,40.0,42.0,312.0,1015.0,1.0,2.0,,,,17.0,
4.0,18.0,10.0,64.0,16.0,41.0,24.0,324.0,1015.0,1.0,3.0,,,,11.0,
4.0,13.0,14.0,65.0,16.0,41.0,19.0,326.0,1015.0,2.0,2.0,,,,13.0,
4.0,10.0,11.0,65.0,15.0,44.0,17.0,329.0,1015.0,1.0,3.0,,,,8.0,
4.0,11.0,10.0,63.0,15.0,45.0,17.0,328.0,1014.0,1.0,3.0,,,,8.0,
5.0,9.0,10.0,64.0,14.0,47.0,16.0,313.0,1014.0,1.0,1.0,,,,6.0,
3.0,10.0,8.0,63.0,14.0,47.0,14.0,304.0,1014.0,1.0,2.0,,,,5.0,
3.0,20.0,11.0,59.0,14.0,48.0,25.0,292.0,1014.0,1.0,1.0,,,,4.0,
5.0,14.0,14.0,60.0,14.0,50.0,21.0,302.0,1014.0,2.0,2.0,,,,6.0,
3.0,10.0,13.0,62.0,14.0,51.0,14.0,331.0,1012.0,1.0,4.0,,,,16.0,
5.0,12.0,14.0,62.0,14.0,51.0,19.0,325.0,1013.0,2.0,3.0,,,,9.0,
7.0,22.0,19.0,57.0,14.0,51.0,33.0,325.0,1012.0,2.0,3.0,,,,7.0,
5.0,25.0,20.0,56.0,14.0,50.0,32.0,327.0,1012.0,9.0,3.0,,,,10.0,
7.0,23.0,12.0,53.0,14.0,52.0,34.0,335.0,1012.0,43.0,3.0,,,,14.0,
8.0,25.0,7.0,54.0,14.0,52.0,37.0,337.0,1013.0,76.0,4.0,,,,18.0,
7.0,19.0,7.0,55.0,15.0,54.0,29.0,349.0,1013.0,90.0,4.0,,,,41.0,
4.0,19.0,9.0,58.0,12.0,83.0,24.0,78.0,1014.0,97.0,2.0,,,,26.0,
4.0,19.0,10.0,59.0,11.0,80.0,25.0,70.0,1014.0,198.0,2.0,,,,14.0,
4.0,15.0,9.0,64.0,11.0,75.0,21.0,69.0,1014.0,224.0,2.0,,,,11.0,
3.0,16.0,11.0,66.0,11.0,71.0,21.0,83.0,1014.0,174.0,2.0,,,,13.0,
4.0,18.0,13.0,67.0,10.0,69.0,25.0,83.0,1014.0,108.0,2.0,,,,21.0,
5.0,23.0,12.0,66.0,10.0,70.0,29.0,82.0,1014.0,43.0,2.0,,,,23.0,
4.0,28.0,11.0,62.0,9.0,72.0,33.0,88.0,1015.0,6.0,2.0,,,,19.0,
4.0,32.0,12.0,58.0,9.0,70.0,39.0,70.0,1016.0,4.0,1.0,,,,18.0,
4.0,41.0,11.0,52.0,9.0,68.0,48.0,182.0,1016.0,3.0,1.0,,,,18.0,
3.0,24.0,10.0,61.0,7.0,67.0,29.0,34.0,1017.0,3.0,1.0,,,,9.0,
4.0,19.0,9.0,62.0,7.0,68.0,24.0,70.0,1017.0,4.0,1.0,,,,9.0,
3.0,16.0,8.0,66.0,7.0,63.0,21.0,325.0,1017.0,4.0,1.0,,,,5.0,
3.0,17.0,8.0,64.0,7.0,59.0,22.0,314.0,1017.0,2.0,1.0,,,,6.0,
5.0,20.0,13.0,58.0,5.0,59.0,28.0,179.0,1017.0,2.0,1.0,,,,8.0,
3.0,13.0,11.0,65.0,5.0,41.0,18.0,317.0,1017.0,2.0,1.0,,,,2.0,
4.0,12.0,10.0,64.0,4.0,36.0,17.0,326.0,1017.0,2.0,1.0,,,,6.0,
4.0,14.0,8.0,56.0,4.0,42.0,20.0,307.0,1017.0,4.0,1.0,,,,7.0,
4.0,16.0,6.0,56.0,4.0,40.0,22.0,331.0,1017.0,4.0,2.0,,,,2.0,
5.0,25.0,8.0,52.0,4.0,42.0,33.0,65.0,1017.0,5.0,1.0,,,,8.0,
8.0,48.0,10.0,39.0,4.0,44.0,60.0,302.0,1017.0,5.0,1.0,,,,15.0,
10.0,48.0,10.0,46.0,4.0,40.0,63.0,334.0,1017.0,19.0,2.0,,,,17.0,
7.0,32.0,10.0,52.0,5.0,42.0,44.0,356.0,1018.0,92.0,2.0,,,,22.0,
6.0,28.0,7.0,53.0,3.0,79.0,37.0,327.0,1018.0,195.0,2.0,,,,29.0,
8.0,30.0,8.0,53.0,4.0,83.0,42.0,345.0,1018.0,152.0,2.0,,,,16.0,
7.0,34.0,10.0,51.0,3.0,96.0,46.0,319.0,1018.0,52.0,1.0,,,,9.0,
9.0,49.0,10.0,45.0,3.0,100.0,63.0,309.0,1018.0,30.0,1.0,,,,5.0,
14.0,64.0,10.0,43.0,2.0,100.0,84.0,312.0,1017.0,40.0,2.0,,,,7.0,
9.0,41.0,15.0,45.0,3.0,100.0,54.0,307.0,1017.0,48.0,1.0,,,,8.0,
9.0,51.0,17.0,40.0,3.0,100.0,65.0,324.0,1016.0,22.0,2.0,,,,12.0,
6.0,32.0,17.0,47.0,4.0,100.0,42.0,320.0,1017.0,11.0,2.0,,,,9.0,
6.0,39.0,11.0,46.0,3.0,100.0,48.0,341.0,1017.0,6.0,2.0,,,,9.0,
4.0,41.0,8.0,46.0,4.0,100.0,46.0,332.0,1017.0,6.0,2.0,,,,12.0,
5.0,39.0,7.0,50.0,4.0,100.0,48.0,324.0,1017.0,6.0,2.0,,,,8.0,
3.0,35.0,11.0,50.0,4.0,100.0,39.0,342.0,1016.0,6.0,3.0,,,,6.0,
4.0,30.0,16.0,51.0,4.0,100.0,36.0,344.0,1017.0,6.0,3.0,,,,5.0,
5.0,20.0,15.0,56.0,3.0,100.0,27.0,343.0,1016.0,6.0,3.0,,,,3.0,
4.0,17.0,9.0,59.0,4.0,100.0,23.0,343.0,1016.0,6.0,4.0,,,,4.0,
4.0,17.0,10.0,59.0,4.0,100.0,23.0,344.0,1015.0,6.0,3.0,,,,5.0,
4.0,16.0,9.0,58.0,5.0,100.0,22.0,347.0,1014.0,6.0,2.0,,,,9.0,
4.0,15.0,11.0,59.0,6.0,100.0,20.0,255.0,1014.0,6.0,2.0,,,,6.0,
3.0,13.0,12.0,60.0,6.0,100.0,17.0,332.0,1014.0,5.0,2.0,,,,3.0,
4.0,15.0,9.0,55.0,6.0,99.0,21.0,347.0,1013.0,6.0,3.0,,,,5.0,
4.0,22.0,12.0,48.0,5.0,98.0,28.0,343.0,1012.0,6.0,3.0,,,,7.0,
4.0,27.0,13.0,46.0,6.0,95.0,33.0,339.0,1012.0,6.0,3.0,,,,7.0,
5.0,30.0,14.0,45.0,6.0,94.0,37.0,344.0,1012.0,8.0,3.0,,,,7.0,
4.0,27.0,17.0,48.0,5.0,98.0,32.0,345.0,1011.0,18.0,4.0,,,,2.0,
,,,,4.0,99.0,,342.0,1008.0,35.0,4.0,,,,3.0,
6.0,35.0,15.0,43.0,4.0,100.0,44.0,337.0,1009.0,39.0,4.0,,,,3.0,
6.0,32.0,10.0,47.0,5.0,100.0,40.0,339.0,1009.0,28.0,4.0,,,,4.0,
11.0,44.0,12.0,50.0,5.0,100.0,60.0,342.0,1008.0,105.0,4.0,,,,11.0,
7.0,39.0,9.0,52.0,6.0,97.0,51.0,343.0,1008.0,82.0,4.0,,,,9.0,
7.0,35.0,11.0,52.0,6.0,100.0,46.0,338.0,1008.0,59.0,3.0,,,,5.0,
7.0,35.0,9.0,50.0,6.0,100.0,44.0,344.0,1008.0,78.0,3.0,,,,4.0,
5.0,33.0,9.0,52.0,6.0,100.0,41.0,342.0,1008.0,24.0,3.0,,,,5.0,
5.0,31.0,9.0,51.0,6.0,100.0,38.0,336.0,1008.0,6.0,3.0,,,,4.0,
4.0,29.0,12.0,55.0,7.0,99.0,36.0,333.0,1008.0,6.0,3.0,,,,4.0,
3.0,24.0,13.0,58.0,7.0,96.0,28.0,337.0,1008.0,7.0,3.0,,,,3.0,
5.0,26.0,10.0,55.0,7.0,94.0,34.0,311.0,1009.0,7.0,1.0,,,,7.0,
4.0,22.0,7.0,56.0,7.0,95.0,28.0,314.0,1010.0,6.0,1.0,,,,8.0,
4.0,22.0,8.0,51.0,8.0,95.0,28.0,311.0,1010.0,5.0,1.0,,,,7.0,
4.0,28.0,11.0,42.0,7.0,97.0,33.0,267.0,1011.0,4.0,1.0,,,,9.0,
4.0,20.0,12.0,38.0,7.0,99.0,26.0,309.0,1010.0,4.0,1.0,,,,6.0,
4.0,17.0,11.0,43.0,6.0,100.0,22.0,301.0,1011.0,4.0,1.0,,,,8.0,
5.0,17.0,8.0,42.0,7.0,100.0,25.0,311.0,1011.0,5.0,1.0,,,,7.0,
5.0,17.0,6.0,41.0,6.0,100.0,24.0,301.0,1012.0,5.0,1.0,,,,7.0,
4.0,22.0,5.0,41.0,7.0,100.0,29.0,311.0,1011.0,5.0,1.0,,,,7.0,
4.0,35.0,11.0,33.0,7.0,100.0,41.0,319.0,1011.0,5.0,1.0,,,,5.0,
9.0,65.0,13.0,25.0,7.0,100.0,79.0,318.0,1012.0,5.0,1.0,,,,7.0,
29.0,125.0,14.0,8.0,7.0,100.0,170.0,304.0,1012.0,11.0,1.0,,,,8.0,
39.0,114.0,12.0,12.0,7.0,100.0,174.0,333.0,1012.0,71.0,1.0,,,,13.0,
16.0,67.0,12.0,29.0,9.0,99.0,91.0,153.0,1013.0,121.0,1.0,,,,13.0,
17.0,52.0,11.0,36.0,10.0,95.0,77.0,254.0,1013.0,345.0,1.0,,,,17.0,
8.0,27.0,13.0,49.0,13.0,85.0,39.0,35.0,1013.0,538.0,1.0,,,,17.0,
6.0,23.0,11.0,56.0,14.0,77.0,33.0,122.0,1012.0,412.0,1.0,,,,14.0,
6.0,21.0,10.0,59.0,14.0,72.0,31.0,67.0,1012.0,291.0,1.0,,,,18.0,
8.0,31.0,9.0,53.0,14.0,73.0,44.0,164.0,1012.0,202.0,1.0,,,,26.0,
6.0,30.0,8.0,57.0,13.0,73.0,40.0,334.0,1012.0,207.0,1.0,,,,26.0,
6.0,39.0,9.0,53.0,13.0,71.0,48.0,332.0,1012.0,51.0,2.0,,,,39.0,
6.0,47.0,13.0,46.0,12.0,80.0,56.0,320.0,1012.0,10.0,2.0,,,,34.0,
7.0,30.0,16.0,56.0,10.0,89.0,41.0,88.0,1014.0,4.0,1.0,,,,14.0,
7.0,44.0,17.0,50.0,9.0,95.0,55.0,312.0,1014.0,6.0,1.0,,,,7.0,
7.0,31.0,11.0,51.0,10.0,91.0,42.0,14.0,1014.0,4.0,1.0,,,,14.0,
6.0,56.0,6.0,30.0,9.0,95.0,66.0,340.0,1014.0,5.0,1.0,,,,17.0,
5.0,38.0,6.0,39.0,9.0,93.0,45.0,339.0,1013.0,5.0,2.0,,,,16.0,
4.0,22.0,11.0,46.0,9.0,90.0,28.0,319.0,1013.0,5.0,1.0,,,,15.0,
4.0,14.0,13.0,57.0,9.0,80.0,20.0,321.0,1012.0,5.0,2.0,,,,10.0,
3.0,11.0,14.0,63.0,9.0,75.0,16.0,329.0,1012.0,5.0,3.0,,,,8.0,
3.0,19.0,12.0,57.0,9.0,77.0,23.0,327.0,1012.0,4.0,2.0,,,,7.0,
3.0,19.0,11.0,55.0,8.0,80.0,24.0,329.0,1012.0,3.0,2.0,,,,3.0,
4.0,19.0,12.0,54.0,9.0,80.0,26.0,331.0,1012.0,5.0,3.0,,,,4.0,
5.0,22.0,11.0,52.0,8.0,82.0,30.0,328.0,1011.0,3.0,2.0,,,,2.0,
74.0,35.0,11.0,49.0,9.0,81.0,148.0,321.0,1012.0,4.0,1.0,,,,4.0,
4.0,27.0,9.0,54.0,9.0,82.0,32.0,325.0,1012.0,9.0,2.0,,,,4.0,
5.0,28.0,7.0,55.0,9.0,82.0,36.0,309.0,1011.0,52.0,2.0,,,,4.0,
6.0,25.0,7.0,56.0,10.0,78.0,35.0,313.0,1011.0,123.0,2.0,,,,5.0,
5.0,27.0,4.0,56.0,10.0,76.0,35.0,327.0,1011.0,94.0,2.0,,,,6.0,
6.0,30.0,8.0,56.0,11.0,76.0,39.0,327.0,1011.0,116.0,3.0,,,,10.0,
4.0,27.0,6.0,58.0,11.0,75.0,34.0,332.0,1009.0,127.0,4.0,,,,8.0,
5.0,27.0,8.0,60.0,11.0,74.0,34.0,335.0,1009.0,104.0,4.0,,,,10.0,
5.0,26.0,11.0,58.0,11.0,77.0,33.0,336.0,1009.0,110.0,4.0,,,,7.0,
4.0,28.0,13.0,58.0,11.0,73.0,35.0,339.0,1008.0,61.0,4.0,,,,6.0,
5.0,27.0,14.0,59.0,11.0,72.0,34.0,338.0,1008.0,20.0,4.0,,,,8.0,
